X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1683.0,1683.0,train,2.3018822098388634E-4,34.516575142338496,0.6373616579367011
1684.0,1684.0,train,2.186773134506345E-4,28.881722834048723,0.6184926596122489
1685.0,1685.0,train,2.642015151388725E-4,52.821153902490664,0.6878378443653312
1686.0,1686.0,train,2.8838591186217116E-4,69.08170257122227,0.7193939782877501
1687.0,1687.0,train,2.896487289123099E-4,70.14529051437643,0.72095114112176
1688.0,1688.0,train,2.3365376917086047E-4,36.104371128961404,0.6428575497204401
1689.0,1689.0,train,2.5325639338349824E-4,46.45613805597077,0.6724130084299359
1690.0,1690.0,train,2.4399818060098235E-4,40.885917659492854,0.6587719722249825
1691.0,1691.0,train,2.317084891786132E-4,35.326206119889626,0.6397829347184459
1692.0,1692.0,train,1.5776313837962547E-4,12.651327858303489,0.5010255063895899
1693.0,1693.0,train,2.513509603219987E-4,45.316240219710686,0.669650845392165
1694.0,1694.0,train,2.8210717474787516E-4,64.82149960747793,0.711521788286025
1695.0,1695.0,train,1.9187311577828506E-4,19.797317175858698,0.5706614871943871
1696.0,1696.0,train,2.5584191868403366E-4,47.69656974432784,0.6761241554313367
1697.0,1697.0,train,3.14467871315576E-4,88.73911687989059,0.749860526141515
1698.0,1698.0,train,1.6052028983650534E-4,13.158499546807239,0.5070512102449602
1699.0,1699.0,train,3.1784288195817775E-4,90.46767661509523,0.7535531604901671
1700.0,1700.0,train,3.157989580886666E-4,89.61096181540502,0.751323444001436
1701.0,1701.0,train,3.0173748223385853E-4,79.7045717190863,0.7354271889616895
1702.0,1702.0,train,1.6641471656614709E-4,14.263405060122889,0.5196904142871729
1703.0,1703.0,train,2.919160257877473E-4,72.0528186886068,0.7237252616297376
1704.0,1704.0,train,1.381480967708205E-4,9.29863117507641,0.4559774067531913
1705.0,1705.0,train,2.842281172421099E-4,66.09696686539984,0.7142053921685871
1706.0,1706.0,train,2.963131157753592E-4,75.76965799522536,0.7290269016706425
1707.0,1707.0,train,2.605237047792701E-4,50.1863090458713,0.6827375178184477
1708.0,1708.0,train,2.964957420659418E-4,75.83762050810763,0.7292448829255109
1709.0,1709.0,train,2.9549762507655197E-4,75.05939670537,0.7280513951757492
1710.0,1710.0,train,2.5305386584183057E-4,46.17995861841607,0.6721205198177587
1711.0,1711.0,train,1.55401951653695E-4,12.153060037634594,0.4958066610046217
1712.0,1712.0,train,3.0395022049688474E-4,81.2602258386237,0.7379944147121592
1713.0,1713.0,train,3.304830424450805E-4,94.52379613641864,0.766905004301508
1714.0,1714.0,train,1.7114599265162273E-4,15.21562076188644,0.5296006628663317
1715.0,1715.0,train,1.9230046708735765E-4,19.865314793345707,0.5714692436521995
1716.0,1716.0,train,2.354563747104331E-4,36.84122443153201,0.6456832288787634
1717.0,1717.0,train,1.7114599265162273E-4,15.21562076188644,0.5296006628663317
1718.0,1718.0,train,2.4024846107702347E-4,39.17347869617397,0.6530868359926437
1719.0,1719.0,train,2.4024846107702347E-4,39.17347869617397,0.6530868359926437
1720.0,1720.0,train,2.4772069654753774E-4,42.811016706519844,0.6643237047495703
