Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
8.30189E-8,0.000008302,0.000365765,1,0,0
8.34888E-8,0.000016651,0.000367835,0.999825632,0,0
8.40155E-8,0.000025052,0.000370155,0.999651264,0,0
1.02162E-7,0.000053065,0.000450087,0.99912816,0,0
1.17165E-7,0.000108661,0.000516165,0.998256321,0,0
1.45472E-7,0.000258609,0.000640831,0.996338274,0,0
2.00663E-7,0.000507275,0.000883854,0.993897123,0,0
2.46774E-7,0.001002778,0.001086844,0.990061029,0,0
4.01966E-7,0.002525668,0.001769737,0.981517001,0,0
6.51535E-7,0.005014334,0.002866944,0.973321709,0,0
1.03072E-6,0.010086629,0.004531681,0.962685266,0,0
2.26314E-6,0.02508319,0.009923225,0.946643418,0,0
3.66389E-6,0.050284591,0.016015708,0.931473409,0,0
5.7663E-6,0.100117144,0.025089715,0.912816042,0,0
9.25383E-6,0.200671594,0.03995775,0.888927637,0.000696864,0
1.23167E-5,0.300863948,0.052828247,0.872537053,0.001393728,0
1.59838E-5,0.400251823,0.068010918,0.860331299,0.002439024,0
1.86816E-5,0.500824892,0.079025105,0.85021796,0.003832753,0
2.171E-5,0.601399821,0.09123399,0.841499564,0.004529617,0
2.40413E-5,0.701566816,0.100522071,0.833827376,0.004529617,0
2.52076E-5,0.750837228,0.105132754,0.830340017,0.004529617,0
2.64702E-5,0.802542855,0.110097694,0.826852659,0.005574913,0
2.85091E-5,0.901228429,0.118057691,0.820575414,0.006271777,0
3.07443E-5,1.002040512,0.126701553,0.814646905,0.007665505,0
3.33982E-5,1.101358528,0.136855105,0.8092415,0.008362369,0
3.54641E-5,1.201138628,0.14467724,0.80418483,0.008710801,0
3.86872E-5,1.301625113,0.156739522,0.799476896,0.008710801,0
4.08113E-5,1.400994002,0.164595497,0.795117698,0.008710801,0
4.31876E-5,1.502132075,0.173298023,0.790932868,0.009756098,0
4.77014E-5,1.752804987,0.189578926,0.781342633,0.011149826,0
5.14754E-5,2.002038205,0.202945218,0.772624237,0.01184669,0
5.50358E-5,2.253601137,0.215352994,0.764428945,0.012543554,0
5.91959E-5,2.505164319,0.229605953,0.756756757,0.014285714,0
6.19948E-5,2.753455701,0.239049228,0.749607672,0.017073171,0
6.56257E-5,3.002371781,0.251127688,0.742807323,0.018118467,0
7.01724E-5,3.254980459,0.265982412,0.736355711,0.020557491,0
7.4615E-5,3.502963003,0.28021235,0.730427201,0.022648084,0
7.7477E-5,3.753691998,0.289233001,0.72467306,0.024390244,0
8.03518E-5,4.006397296,0.298180312,0.719093287,0.026829268,0
8.36503E-5,4.252487726,0.308307665,0.713862249,0.029616725,0
8.76645E-5,4.500981097,0.320435552,0.70880558,0.031358885,0
9.10341E-5,4.751440846,0.330451461,0.703923278,0.033101045,0
9.459E-5,5.002201926,0.340861095,0.699215344,0.035191638,0
9.67823E-5,5.250922286,0.347198282,0.694681779,0.03728223,0
1.00898E-4,5.507320705,0.358931097,0.690148213,0.038675958,0
1.03097E-4,5.751837789,0.365113827,0.685963383,0.040418118,0
1.05785E-4,6.002987481,0.372588937,0.681778553,0.042160279,0
1.08196E-4,6.260351408,0.379219599,0.677593723,0.043902439,0
1.10871E-4,6.501323009,0.386494593,0.673757629,0.045296167,0
1.14537E-4,6.760708728,0.396325576,0.669747167,0.047038328,0
1.17324E-4,7.004607097,0.40369382,0.66608544,0.048083624,0
1.20274E-4,7.254040868,0.411395239,0.662423714,0.050174216,0
1.2247E-4,7.50897584,0.417064561,0.658761988,0.052961672,0
1.25073E-4,7.756650589,0.42371125,0.655274629,0.056794425,0
1.27243E-4,8.009697237,0.429197556,0.651787271,0.058885017,0
1.30012E-4,8.253933602,0.436118579,0.648474281,0.061324042,0
1.32349E-4,8.50290515,0.441895904,0.64516129,0.063763066,0
1.34665E-4,8.756443312,0.447563181,0.6418483,0.066202091,0
1.36403E-4,9.000299611,0.451777268,0.638709677,0.069337979,0
1.37915E-4,9.261035397,0.455419168,0.635396687,0.071428571,0
1.39463E-4,9.51070966,0.459119992,0.632258065,0.073867596,0
1.40137E-4,9.762527653,0.4607239,0.629119442,0.075958188,0
1.41273E-4,10.001798086,0.463418128,0.626155187,0.07804878,0
1.43865E-4,10.258929613,0.469512395,0.623016565,0.081533101,0
1.45261E-4,10.504605657,0.472764542,0.62005231,0.083275261,0
1.47473E-4,10.753901034,0.477879705,0.617088056,0.085017422,0
1.49472E-4,11.006284237,0.48245818,0.614123801,0.08815331,0
1.50896E-4,11.261577957,0.485694304,0.611159547,0.090243902,0
1.51992E-4,11.503793004,0.488174179,0.60836966,0.091637631,0
1.52986E-4,11.76301085,0.490410719,0.605405405,0.095121951,0
1.54592E-4,12.008727962,0.494003328,0.602615519,0.099651568,0
1.55986E-4,12.257136509,0.497103691,0.599825632,0.102439024,0
1.56977E-4,12.507673977,0.499295032,0.597035745,0.107317073,0
1.58359E-4,12.760211786,0.502333284,0.594245859,0.11010453,0
1.59433E-4,13.014380664,0.504683991,0.591455972,0.11184669,0
1.61248E-4,13.254956602,0.508629565,0.588840453,0.114982578,0
1.62482E-4,13.514224398,0.511293565,0.586050567,0.117770035,0
1.6332E-4,13.758784324,0.513095842,0.583435048,0.121254355,0
1.64534E-4,14.004785905,0.515692267,0.580819529,0.123344948,0
1.66385E-4,14.252956037,0.519627937,0.57820401,0.12543554,0
1.67096E-4,14.50295987,0.521130441,0.575588492,0.129616725,0
1.68672E-4,14.771522598,0.524443897,0.572798605,0.132752613,0
1.69984E-4,15.008558085,0.52718555,0.570357454,0.135191638,0
1.71422E-4,15.264804223,0.530171835,0.567741935,0.13728223,0
1.71949E-4,15.50528503,0.531261551,0.565126417,0.138327526,0
1.7376E-4,15.764667426,0.534987311,0.562685266,0.142857143,0
1.74605E-4,16.00861519,0.53671602,0.560244115,0.145296167,0
1.75728E-4,16.253988378,0.539003562,0.557802964,0.14912892,0
1.76764E-4,16.500813811,0.541103665,0.555361813,0.15261324,0
1.77689E-4,16.76676246,0.542970212,0.552746295,0.154703833,0
1.78375E-4,17.016037762,0.544349007,0.550305144,0.156794425,0
1.80153E-4,17.267397349,0.547905551,0.547863993,0.157839721,0
1.80948E-4,17.502317066,0.549486167,0.54559721,0.159233449,0
1.82441E-4,17.756994966,0.552440269,0.543156059,0.16097561,0
1.83659E-4,18.013491732,0.554836835,0.540714908,0.16271777,0
1.84926E-4,18.253264497,0.557315244,0.538448126,0.165853659,0
1.86032E-4,18.51319131,0.559466203,0.536006975,0.168641115,0
1.87027E-4,18.755659391,0.56139426,0.533740192,0.171777003,0
1.88414E-4,19.018269012,0.56406751,0.531299041,0.174216028,0
1.8976E-4,19.263930652,0.566645428,0.529032258,0.176655052,0
1.90621E-4,19.511162792,0.568285181,0.526765475,0.179790941,0
1.91636E-4,19.759588713,0.570212465,0.524498692,0.181881533,0
